ID_Transacao,Data_Lancamento,Data_Prevista,Data_Liquidacao,Valor_Previsto,Valor_Realizado,Status,Tipo_Lancamento,ID_Conta,ID_Fornecedor,Descricao,Canal,Saldo,Dias_em_Aberto,Dias_Divergencia,Faixa_Aging,Faixa_Aging_Div,Criticidade,Criticidade_Div,Ordem_Aging,Ordem_Aging_Div
TRX-02086,2024-01-02,2024-01-06,2024-01-07,5604.02,5604.02,Conciliado,Estorno,CT-005,FN-005,Ref. NF-9266,Boleto,0.00,,,,,,,,
TRX-02417,2025-01-14,2025-01-27,2025-01-27,23995.21,23995.21,Conciliado,Pagamento,CT-007,FN-003,Ref. NF-2095,Débito,0.00,,,,,,,,
TRX-01837,2024-07-26,2024-08-05,,11782.37,,Pendente,Pagamento,CT-005,FN-002,Ref. NF-1959,Débito,11782.37,299,,181 a 360 dias,,Muito Crítico,,6,
TRX-02275,2024-01-08,2024-01-22,2024-01-23,33488.05,33488.05,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-9743,Ted,0.00,,,,,,,,
TRX-00934,2024-08-07,2024-08-20,,38018.05,,Pendente,Pagamento,CT-003,FN-005,Ref. NF-7764,Pix,38018.05,284,,181 a 360 dias,,Muito Crítico,,6,
TRX-01892,2024-08-15,2024-08-28,2024-08-31,20754.31,20754.31,Conciliado,Pagamento,CT-001,FN-007,Ref. NF-8728,Pix,0.00,,,,,,,,
TRX-00879,2024-11-16,2024-11-29,2024-12-01,21198.29,21198.29,Conciliado,Recebimento,CT-003,FN-009,Ref. NF-7088,Débito,0.00,,,,,,,,
TRX-00153,2025-02-27,2025-03-06,2025-03-07,33628.16,33628.16,Conciliado,Pagamento,CT-002,FN-007,Ref. NF-8319,Débito,0.00,,,,,,,,
TRX-02458,2025-02-06,2025-02-20,2025-02-25,5288.01,4574.35,Divergente,Estorno,CT-004,FN-008,Ref. NF-5045,Pix,713.66,,95,,91 a 120 dias,,Alto,,4
TRX-00567,2024-12-28,2025-01-05,2025-01-08,32531.10,32531.10,Conciliado,Recebimento,CT-002,FN-003,Ref. NF-1107,Débito,0.00,,,,,,,,
TRX-01575,2024-12-13,2024-12-23,,24564.87,,Pendente,Pagamento,CT-004,FN-008,Ref. NF-7196,Pix,24564.87,159,,121 a 180 dias,,Crítico,,5,
TRX-01649,2024-08-27,2024-08-30,2024-09-02,5536.41,5536.41,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-5318,Pix,0.00,,,,,,,,
TRX-00059,2024-12-24,2024-12-31,2025-01-02,4481.87,4481.87,Conciliado,Estorno,CT-008,FN-008,Ref. NF-1339,Ted,0.00,,,,,,,,
TRX-02790,2024-04-26,2024-05-08,2024-05-11,1869.14,1869.14,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-3215,Ted,0.00,,,,,,,,
TRX-02412,2024-09-24,2024-10-01,2024-10-02,32755.84,32755.84,Conciliado,Pagamento,CT-003,FN-002,Ref. NF-9766,Débito,0.00,,,,,,,,
TRX-00800,2025-02-26,2025-03-08,,751.97,,Pendente,Pagamento,CT-008,FN-005,Ref. NF-6737,Pix,751.97,84,,61 a 90 dias,,Elevado,,3,
TRX-01769,2024-11-01,2024-11-14,2024-11-14,31018.29,31018.29,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-2680,Boleto,0.00,,,,,,,,
TRX-02931,2025-02-25,2025-03-11,2025-03-13,29042.68,29042.68,Conciliado,Pagamento,CT-004,FN-001,Ref. NF-4497,Débito,0.00,,,,,,,,
TRX-02205,2025-04-17,2025-04-18,2025-04-19,29973.92,28326.19,Divergente,Recebimento,CT-004,FN-001,Ref. NF-2862,Ted,1647.73,,42,,31 a 60 dias,,Atenção,,2
TRX-00997,2024-06-21,2024-07-04,2024-07-06,16476.61,16476.61,Conciliado,Pagamento,CT-003,FN-003,Ref. NF-7520,Débito,0.00,,,,,,,,
TRX-01194,2025-01-17,2025-01-24,2025-01-25,44989.40,44989.40,Conciliado,Pagamento,CT-002,FN-004,Ref. NF-1055,Pix,0.00,,,,,,,,
TRX-01078,2025-01-21,2025-01-31,2025-01-31,44947.44,44947.44,Conciliado,Pagamento,CT-004,FN-006,Ref. NF-9385,Ted,0.00,,,,,,,,
TRX-01302,2024-03-11,2024-03-21,2024-03-22,7887.36,7887.36,Conciliado,Estorno,CT-004,FN-003,Ref. NF-1889,Débito,0.00,,,,,,,,
TRX-00794,2025-03-03,2025-03-07,,38875.20,,Pendente,Estorno,CT-003,FN-003,Ref. NF-6747,Débito,38875.20,85,,61 a 90 dias,,Elevado,,3,
TRX-01080,2025-03-29,2025-04-08,,32567.59,,Pendente,Pagamento,CT-008,FN-001,Ref. NF-1390,Ted,32567.59,53,,31 a 60 dias,,Atenção,,2,
TRX-00888,2024-12-16,2024-12-18,2024-12-20,1752.13,1752.13,Conciliado,Recebimento,CT-006,FN-003,Ref. NF-4129,Débito,0.00,,,,,,,,
TRX-02865,2024-07-11,2024-07-19,2024-07-22,24938.67,24938.67,Conciliado,Pagamento,CT-006,FN-005,Ref. NF-6679,Débito,0.00,,,,,,,,
TRX-02114,2024-09-05,2024-09-20,,47479.96,,Pendente,Recebimento,CT-001,FN-010,Ref. NF-5404,Boleto,47479.96,253,,181 a 360 dias,,Muito Crítico,,6,
TRX-00032,2024-12-07,2024-12-14,2024-12-19,6800.75,6322.49,Divergente,Recebimento,CT-005,FN-009,Ref. NF-5978,Boleto,478.26,,163,,121 a 180 dias,,Crítico,,5
TRX-00013,2025-03-22,2025-04-01,2025-04-04,20250.12,20250.12,Conciliado,Pagamento,CT-004,FN-005,Ref. NF-6539,Boleto,0.00,,,,,,,,
TRX-00266,2024-04-06,2024-04-09,2024-04-12,20502.87,20502.87,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-7857,Débito,0.00,,,,,,,,
TRX-02059,2024-05-20,2024-05-23,2024-05-26,46760.79,46760.79,Conciliado,Estorno,CT-008,FN-004,Ref. NF-8104,Débito,0.00,,,,,,,,
TRX-00859,2024-06-16,2024-06-19,2024-06-21,31715.89,31715.89,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-2645,Débito,0.00,,,,,,,,
TRX-02934,2024-05-24,2024-06-03,2024-06-03,13079.29,13079.29,Conciliado,Pagamento,CT-007,FN-004,Ref. NF-2604,Pix,0.00,,,,,,,,
TRX-02293,2025-03-04,2025-03-13,2025-03-13,10713.89,10713.89,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-8141,Débito,0.00,,,,,,,,
TRX-01925,2025-04-03,2025-04-07,,5368.91,,Pendente,Pagamento,CT-001,FN-002,Ref. NF-3681,Débito,5368.91,54,,31 a 60 dias,,Atenção,,2,
TRX-01633,2025-01-17,2025-01-19,2025-01-20,39143.38,39143.38,Conciliado,Estorno,CT-007,FN-001,Ref. NF-1834,Débito,0.00,,,,,,,,
TRX-02246,2025-01-10,2025-01-16,2025-01-18,36450.91,36450.91,Conciliado,Estorno,CT-003,FN-005,Ref. NF-5289,Boleto,0.00,,,,,,,,
TRX-02474,2024-02-08,2024-02-21,,48105.16,,Pendente,Pagamento,CT-006,FN-003,Ref. NF-1854,Ted,48105.16,465,,+360 dias,,Máximo,,7,
TRX-02346,2024-09-23,2024-09-28,2024-09-30,14007.07,14007.07,Conciliado,Estorno,CT-002,FN-005,Ref. NF-1739,Boleto,0.00,,,,,,,,
TRX-00990,2024-08-02,2024-08-13,2024-08-14,5505.98,5505.98,Conciliado,Pagamento,CT-002,FN-001,Ref. NF-2703,Ted,0.00,,,,,,,,
TRX-00466,2024-03-31,2024-04-03,2024-04-06,44806.42,44806.42,Conciliado,Recebimento,CT-002,FN-002,Ref. NF-6336,Pix,0.00,,,,,,,,
TRX-01443,2024-08-11,2024-08-17,2024-08-20,46594.07,46594.07,Conciliado,Pagamento,CT-007,FN-007,Ref. NF-2295,Débito,0.00,,,,,,,,
TRX-02760,2024-01-26,2024-02-03,2024-02-08,11011.73,10346.08,Divergente,Pagamento,CT-001,FN-010,Ref. NF-8628,Ted,665.65,,478,,+360 dias,,Máximo,,7
TRX-02900,2025-01-21,2025-01-27,2025-01-28,6663.34,6663.34,Conciliado,Estorno,CT-007,FN-009,Ref. NF-7920,Débito,0.00,,,,,,,,
TRX-02216,2024-06-16,2024-06-18,,47386.89,,Pendente,Recebimento,CT-002,FN-006,Ref. NF-5370,Pix,47386.89,347,,181 a 360 dias,,Muito Crítico,,6,
TRX-02049,2024-06-07,2024-06-15,,23639.18,,Pendente,Pagamento,CT-002,FN-004,Ref. NF-6321,Boleto,23639.18,350,,181 a 360 dias,,Muito Crítico,,6,
TRX-02249,2024-08-20,2024-08-22,2024-08-25,11027.67,11027.67,Conciliado,Estorno,CT-008,FN-009,Ref. NF-3498,Ted,0.00,,,,,,,,
TRX-01184,2024-02-11,2024-02-17,2024-02-18,23780.63,23780.63,Conciliado,Pagamento,CT-002,FN-001,Ref. NF-9568,Pix,0.00,,,,,,,,
TRX-01505,2024-12-21,2024-12-27,2024-12-30,24952.59,24952.59,Conciliado,Estorno,CT-006,FN-002,Ref. NF-8444,Pix,0.00,,,,,,,,
TRX-02119,2024-11-02,2024-11-09,2024-11-09,47792.96,47792.96,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-4140,Ted,0.00,,,,,,,,
TRX-02864,2024-06-01,2024-06-08,2024-06-09,41320.99,41320.99,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-9623,Ted,0.00,,,,,,,,
TRX-02041,2025-01-05,2025-01-18,2025-01-19,5143.89,5143.89,Conciliado,Pagamento,CT-006,FN-004,Ref. NF-8705,Débito,0.00,,,,,,,,
TRX-00283,2024-04-03,2024-04-05,2024-04-06,41867.56,41867.56,Conciliado,Recebimento,CT-008,FN-005,Ref. NF-1960,Boleto,0.00,,,,,,,,
TRX-00129,2025-02-15,2025-02-24,2025-02-27,15809.89,15809.89,Conciliado,Estorno,CT-002,FN-002,Ref. NF-2208,Pix,0.00,,,,,,,,
TRX-00972,2025-04-12,2025-04-19,2025-04-20,36264.87,36264.87,Conciliado,Estorno,CT-007,FN-010,Ref. NF-2841,Pix,0.00,,,,,,,,
TRX-00923,2024-05-10,2024-05-17,2024-05-19,28285.62,28285.62,Conciliado,Estorno,CT-002,FN-008,Ref. NF-8397,Pix,0.00,,,,,,,,
TRX-01567,2025-01-12,2025-01-25,2025-01-28,29066.06,29066.06,Conciliado,Pagamento,CT-008,FN-008,Ref. NF-7122,Pix,0.00,,,,,,,,
TRX-02036,2024-08-03,2024-08-18,2024-08-18,30889.05,30889.05,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-1922,Pix,0.00,,,,,,,,
TRX-00898,2024-03-31,2024-04-05,2024-04-08,24749.34,24749.34,Conciliado,Recebimento,CT-005,FN-002,Ref. NF-3793,Ted,0.00,,,,,,,,
TRX-00933,2024-12-31,2025-01-01,2025-01-03,40677.29,40677.29,Conciliado,Recebimento,CT-001,FN-005,Ref. NF-8209,Débito,0.00,,,,,,,,
TRX-02819,2024-07-24,2024-08-04,2024-08-05,14666.00,14666.00,Conciliado,Pagamento,CT-005,FN-007,Ref. NF-7437,Boleto,0.00,,,,,,,,
TRX-01182,2024-06-01,2024-06-16,2024-06-17,37738.95,35554.08,Divergente,Pagamento,CT-002,FN-007,Ref. NF-2126,Débito,2184.87,,348,,181 a 360 dias,,Muito Crítico,,6
TRX-00397,2024-12-30,2025-01-10,2025-01-10,23955.42,23955.42,Conciliado,Pagamento,CT-007,FN-008,Ref. NF-4646,Boleto,0.00,,,,,,,,
TRX-02817,2024-11-12,2024-11-27,2024-11-29,13754.76,13754.76,Conciliado,Estorno,CT-003,FN-009,Ref. NF-8513,Boleto,0.00,,,,,,,,
TRX-02283,2024-12-15,2024-12-17,2024-12-20,49388.13,49388.13,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-8586,Pix,0.00,,,,,,,,
TRX-02206,2025-01-20,2025-01-28,2025-02-01,45616.41,42424.21,Divergente,Pagamento,CT-007,FN-005,Ref. NF-2077,Pix,3192.20,,119,,91 a 120 dias,,Alto,,4
TRX-02198,2024-05-24,2024-06-03,2024-06-05,41609.25,41609.25,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-8663,Pix,0.00,,,,,,,,
TRX-01533,2024-12-09,2024-12-16,2024-12-19,29176.91,29176.91,Conciliado,Recebimento,CT-005,FN-003,Ref. NF-7931,Pix,0.00,,,,,,,,
TRX-01730,2024-06-30,2024-07-04,2024-07-04,40850.05,40850.05,Conciliado,Pagamento,CT-002,FN-009,Ref. NF-5456,Boleto,0.00,,,,,,,,
TRX-01840,2024-07-31,2024-08-07,2024-08-07,37439.62,37439.62,Conciliado,Recebimento,CT-002,FN-010,Ref. NF-7457,Débito,0.00,,,,,,,,
TRX-01234,2024-03-07,2024-03-16,2024-03-19,31708.66,31708.66,Conciliado,Recebimento,CT-001,FN-006,Ref. NF-1759,Débito,0.00,,,,,,,,
TRX-00666,2024-06-27,2024-07-04,,30555.10,,Pendente,Pagamento,CT-007,FN-005,Ref. NF-9267,Débito,30555.10,331,,181 a 360 dias,,Muito Crítico,,6,
TRX-02918,2025-02-23,2025-02-25,2025-02-28,39473.65,39473.65,Conciliado,Recebimento,CT-008,FN-004,Ref. NF-9100,Boleto,0.00,,,,,,,,
TRX-01435,2024-08-23,2024-09-05,2024-09-07,46528.15,46528.15,Conciliado,Recebimento,CT-004,FN-007,Ref. NF-5701,Pix,0.00,,,,,,,,
TRX-00008,2024-03-14,2024-03-19,2024-03-22,21707.47,21707.47,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-2796,Pix,0.00,,,,,,,,
TRX-01662,2024-04-04,2024-04-15,,3497.23,,Pendente,Pagamento,CT-008,FN-002,Ref. NF-1316,Boleto,3497.23,411,,+360 dias,,Máximo,,7,
TRX-02625,2024-08-08,2024-08-14,2024-08-16,18989.32,18989.32,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-9109,Pix,0.00,,,,,,,,
TRX-02691,2024-11-22,2024-11-24,2024-11-27,1874.51,1874.51,Conciliado,Estorno,CT-001,FN-003,Ref. NF-1541,Pix,0.00,,,,,,,,
TRX-01752,2024-05-21,2024-05-22,2024-05-25,4531.03,4531.03,Conciliado,Estorno,CT-003,FN-003,Ref. NF-1653,Ted,0.00,,,,,,,,
TRX-00966,2024-09-16,2024-10-01,2024-10-03,6457.74,6457.74,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-2487,Débito,0.00,,,,,,,,
TRX-00488,2025-04-28,2025-04-29,2025-05-01,18796.68,18796.68,Conciliado,Recebimento,CT-003,FN-007,Ref. NF-2435,Boleto,0.00,,,,,,,,
TRX-02949,2025-03-04,2025-03-10,2025-03-13,23597.91,23597.91,Conciliado,Estorno,CT-003,FN-004,Ref. NF-4792,Pix,0.00,,,,,,,,
TRX-00556,2024-12-19,2024-12-30,,7188.14,,Pendente,Pagamento,CT-002,FN-003,Ref. NF-1439,Boleto,7188.14,152,,121 a 180 dias,,Crítico,,5,
TRX-00096,2024-06-25,2024-07-02,2024-07-02,33523.06,33523.06,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-4460,Pix,0.00,,,,,,,,
TRX-00671,2024-03-06,2024-03-20,,3563.30,,Pendente,Recebimento,CT-001,FN-005,Ref. NF-6980,Boleto,3563.30,437,,+360 dias,,Máximo,,7,
TRX-02215,2024-01-12,2024-01-23,2024-01-23,8285.49,8285.49,Conciliado,Pagamento,CT-004,FN-008,Ref. NF-3163,Débito,0.00,,,,,,,,
TRX-01657,2024-07-29,2024-08-06,2024-08-06,35678.66,35678.66,Conciliado,Recebimento,CT-008,FN-008,Ref. NF-5254,Pix,0.00,,,,,,,,
TRX-02190,2024-12-03,2024-12-17,2024-12-17,21045.09,21045.09,Conciliado,Pagamento,CT-005,FN-007,Ref. NF-7647,Pix,0.00,,,,,,,,
TRX-00329,2024-12-23,2025-01-01,2025-01-05,17850.63,15507.62,Divergente,Pagamento,CT-008,FN-007,Ref. NF-2373,Boleto,2343.01,,146,,121 a 180 dias,,Crítico,,5
TRX-00612,2024-11-15,2024-11-19,2024-11-20,10663.16,9173.75,Divergente,Recebimento,CT-006,FN-007,Ref. NF-5760,Ted,1489.41,,192,,181 a 360 dias,,Muito Crítico,,6
TRX-00412,2025-01-12,2025-01-26,,2751.86,,Pendente,Estorno,CT-007,FN-007,Ref. NF-4296,Ted,2751.86,125,,121 a 180 dias,,Crítico,,5,
TRX-00420,2024-06-08,2024-06-23,2024-06-25,23610.36,23610.36,Conciliado,Estorno,CT-002,FN-006,Ref. NF-4438,Pix,0.00,,,,,,,,
TRX-02134,2024-12-21,2024-12-30,2025-01-01,47157.92,47157.92,Conciliado,Pagamento,CT-003,FN-006,Ref. NF-8992,Débito,0.00,,,,,,,,
TRX-02324,2025-04-30,2025-05-07,2025-05-11,3572.41,3088.65,Divergente,Pagamento,CT-003,FN-003,Ref. NF-8573,Pix,483.76,,20,,0 a 30 dias,,Normal,,1
TRX-02967,2024-04-19,2024-04-27,2024-05-01,16382.81,15809.76,Divergente,Pagamento,CT-002,FN-009,Ref. NF-5185,Boleto,573.05,,395,,+360 dias,,Máximo,,7
TRX-01044,2024-03-31,2024-04-03,2024-04-05,49648.39,49648.39,Conciliado,Recebimento,CT-003,FN-002,Ref. NF-2361,Ted,0.00,,,,,,,,
TRX-00588,2024-05-12,2024-05-19,2024-05-22,37730.62,37730.62,Conciliado,Pagamento,CT-004,FN-004,Ref. NF-6215,Pix,0.00,,,,,,,,
TRX-01271,2024-01-14,2024-01-29,2024-02-01,48194.42,48194.42,Conciliado,Pagamento,CT-007,FN-002,Ref. NF-9879,Débito,0.00,,,,,,,,
TRX-00271,2024-03-14,2024-03-20,2024-03-23,31736.12,31736.12,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-3762,Pix,0.00,,,,,,,,
TRX-01588,2025-03-19,2025-04-03,,18973.12,,Pendente,Pagamento,CT-003,FN-003,Ref. NF-1229,Boleto,18973.12,58,,31 a 60 dias,,Atenção,,2,
TRX-01756,2024-01-22,2024-02-01,,35114.93,,Pendente,Pagamento,CT-002,FN-010,Ref. NF-5622,Pix,35114.93,485,,+360 dias,,Máximo,,7,
TRX-01829,2024-11-04,2024-11-06,,31086.55,,Pendente,Estorno,CT-008,FN-008,Ref. NF-5957,Pix,31086.55,206,,181 a 360 dias,,Muito Crítico,,6,
TRX-01609,2025-03-31,2025-04-02,2025-04-04,26407.87,26407.87,Conciliado,Recebimento,CT-002,FN-002,Ref. NF-3318,Ted,0.00,,,,,,,,
TRX-00482,2024-09-04,2024-09-10,2024-09-12,14576.91,14576.91,Conciliado,Pagamento,CT-003,FN-006,Ref. NF-3514,Ted,0.00,,,,,,,,
TRX-00759,2024-12-07,2024-12-12,,27803.60,,Pendente,Pagamento,CT-004,FN-008,Ref. NF-8601,Boleto,27803.60,170,,121 a 180 dias,,Crítico,,5,
TRX-02536,2024-06-29,2024-06-30,2024-07-01,42002.34,42002.34,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-9732,Boleto,0.00,,,,,,,,
TRX-02042,2024-11-02,2024-11-09,2024-11-12,21718.13,21718.13,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-1526,Débito,0.00,,,,,,,,
TRX-01355,2024-05-14,2024-05-17,2024-05-17,43326.33,43326.33,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-6054,Pix,0.00,,,,,,,,
TRX-01376,2024-09-21,2024-10-05,2024-10-06,7712.43,7712.43,Conciliado,Pagamento,CT-004,FN-003,Ref. NF-2032,Débito,0.00,,,,,,,,
TRX-00958,2024-03-12,2024-03-14,2024-03-16,40005.80,40005.80,Conciliado,Recebimento,CT-007,FN-008,Ref. NF-1525,Boleto,0.00,,,,,,,,
TRX-01164,2024-06-19,2024-06-30,2024-06-30,49684.74,49684.74,Conciliado,Pagamento,CT-007,FN-009,Ref. NF-9964,Débito,0.00,,,,,,,,
TRX-01433,2024-07-12,2024-07-26,2024-07-28,47233.56,47233.56,Conciliado,Pagamento,CT-004,FN-002,Ref. NF-3657,Pix,0.00,,,,,,,,
TRX-02663,2024-06-29,2024-07-13,2024-07-16,47733.78,46908.88,Divergente,Recebimento,CT-006,FN-003,Ref. NF-9159,Ted,824.90,,319,,181 a 360 dias,,Muito Crítico,,6
TRX-02774,2024-04-22,2024-04-25,2024-04-28,42855.70,38207.40,Divergente,Recebimento,CT-006,FN-007,Ref. NF-2983,Ted,4648.30,,398,,+360 dias,,Máximo,,7
TRX-00451,2025-01-01,2025-01-06,2025-01-07,28781.56,28781.56,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-1619,Pix,0.00,,,,,,,,
TRX-00427,2024-09-17,2024-09-19,2024-09-22,32647.84,32647.84,Conciliado,Pagamento,CT-006,FN-009,Ref. NF-3605,Boleto,0.00,,,,,,,,
TRX-02889,2025-04-09,2025-04-21,2025-04-21,29561.52,29561.52,Conciliado,Pagamento,CT-002,FN-005,Ref. NF-7688,Pix,0.00,,,,,,,,
TRX-01442,2025-04-14,2025-04-26,2025-04-28,20368.14,20368.14,Conciliado,Recebimento,CT-006,FN-008,Ref. NF-4930,Ted,0.00,,,,,,,,
TRX-00374,2024-04-07,2024-04-11,2024-04-13,37585.12,37585.12,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-7997,Débito,0.00,,,,,,,,
TRX-01436,2025-02-02,2025-02-15,2025-02-16,48282.96,48282.96,Conciliado,Pagamento,CT-001,FN-008,Ref. NF-6632,Ted,0.00,,,,,,,,
TRX-01089,2024-08-21,2024-09-04,2024-09-06,33100.77,33100.77,Conciliado,Estorno,CT-003,FN-006,Ref. NF-3850,Débito,0.00,,,,,,,,
TRX-01414,2025-02-02,2025-02-14,2025-02-16,35974.49,35974.49,Conciliado,Recebimento,CT-005,FN-003,Ref. NF-7143,Ted,0.00,,,,,,,,
TRX-00719,2024-01-09,2024-01-18,2024-01-19,27768.45,27768.45,Conciliado,Recebimento,CT-005,FN-010,Ref. NF-7479,Pix,0.00,,,,,,,,
TRX-01758,2024-03-24,2024-04-06,2024-04-07,6016.20,6016.20,Conciliado,Pagamento,CT-003,FN-002,Ref. NF-8706,Boleto,0.00,,,,,,,,
TRX-00161,2024-10-02,2024-10-09,2024-10-12,37930.88,37930.88,Conciliado,Pagamento,CT-004,FN-001,Ref. NF-5055,Débito,0.00,,,,,,,,
TRX-01008,2025-03-03,2025-03-06,2025-03-09,4910.73,4910.73,Conciliado,Recebimento,CT-002,FN-006,Ref. NF-8772,Pix,0.00,,,,,,,,
TRX-01490,2024-05-29,2024-06-01,2024-06-04,1426.47,1426.47,Conciliado,Recebimento,CT-004,FN-002,Ref. NF-7492,Ted,0.00,,,,,,,,
TRX-01066,2024-07-15,2024-07-28,2024-07-29,26697.16,24372.58,Divergente,Estorno,CT-006,FN-002,Ref. NF-5525,Pix,2324.58,,306,,181 a 360 dias,,Muito Crítico,,6
TRX-01040,2025-04-21,2025-05-06,2025-05-09,15724.31,15724.31,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-5747,Boleto,0.00,,,,,,,,
TRX-02230,2025-04-28,2025-05-05,2025-05-05,18942.42,18942.42,Conciliado,Estorno,CT-007,FN-008,Ref. NF-8063,Boleto,0.00,,,,,,,,
TRX-02294,2024-07-19,2024-07-24,2024-07-24,14726.02,14726.02,Conciliado,Pagamento,CT-001,FN-009,Ref. NF-9024,Débito,0.00,,,,,,,,
TRX-01889,2024-08-09,2024-08-17,,18521.05,,Pendente,Recebimento,CT-004,FN-006,Ref. NF-2415,Boleto,18521.05,287,,181 a 360 dias,,Muito Crítico,,6,
TRX-02194,2024-09-13,2024-09-25,2024-09-28,5234.86,5234.86,Conciliado,Estorno,CT-008,FN-001,Ref. NF-8919,Pix,0.00,,,,,,,,
TRX-01974,2024-09-17,2024-09-25,2024-09-28,27363.29,27363.29,Conciliado,Recebimento,CT-003,FN-009,Ref. NF-6857,Débito,0.00,,,,,,,,
TRX-00887,2024-06-08,2024-06-22,2024-06-24,42188.47,40820.83,Divergente,Pagamento,CT-002,FN-010,Ref. NF-5104,Débito,1367.64,,341,,181 a 360 dias,,Muito Crítico,,6
TRX-01458,2024-03-07,2024-03-11,2024-03-14,17825.40,17825.40,Conciliado,Recebimento,CT-002,FN-009,Ref. NF-9156,Boleto,0.00,,,,,,,,
TRX-02274,2024-05-14,2024-05-27,2024-05-27,25583.78,25583.78,Conciliado,Recebimento,CT-004,FN-007,Ref. NF-5487,Pix,0.00,,,,,,,,
TRX-00995,2025-01-28,2025-02-10,2025-02-10,37789.30,37789.30,Conciliado,Pagamento,CT-006,FN-007,Ref. NF-4728,Pix,0.00,,,,,,,,
TRX-02026,2025-01-12,2025-01-19,2025-01-22,1847.05,1847.05,Conciliado,Recebimento,CT-005,FN-008,Ref. NF-1357,Ted,0.00,,,,,,,,
TRX-01467,2024-07-07,2024-07-09,2024-07-11,28528.21,28528.21,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-2496,Boleto,0.00,,,,,,,,
TRX-00256,2025-03-20,2025-03-29,2025-03-31,32911.99,32911.99,Conciliado,Recebimento,CT-005,FN-007,Ref. NF-7581,Boleto,0.00,,,,,,,,
TRX-00883,2024-05-20,2024-05-25,2024-05-26,31412.80,31412.80,Conciliado,Estorno,CT-005,FN-006,Ref. NF-4546,Boleto,0.00,,,,,,,,
TRX-00568,2024-05-05,2024-05-19,2024-05-21,8977.46,8977.46,Conciliado,Pagamento,CT-005,FN-009,Ref. NF-9677,Débito,0.00,,,,,,,,
TRX-02464,2024-01-17,2024-01-31,2024-02-03,752.90,752.90,Conciliado,Estorno,CT-008,FN-002,Ref. NF-1011,Ted,0.00,,,,,,,,
TRX-02255,2024-10-29,2024-11-03,2024-11-03,1099.79,1099.79,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-8471,Débito,0.00,,,,,,,,
TRX-00411,2025-04-19,2025-04-22,2025-04-23,40495.03,40495.03,Conciliado,Estorno,CT-008,FN-008,Ref. NF-2932,Débito,0.00,,,,,,,,
TRX-00119,2025-02-20,2025-03-03,2025-03-03,40669.14,40669.14,Conciliado,Recebimento,CT-008,FN-003,Ref. NF-4268,Pix,0.00,,,,,,,,
TRX-01740,2024-08-10,2024-08-21,2024-08-21,37243.00,37243.00,Conciliado,Recebimento,CT-005,FN-003,Ref. NF-3479,Boleto,0.00,,,,,,,,
TRX-01789,2025-04-29,2025-05-06,2025-05-07,16095.53,16095.53,Conciliado,Pagamento,CT-008,FN-005,Ref. NF-8936,Pix,0.00,,,,,,,,
TRX-00610,2024-08-04,2024-08-10,2024-08-12,17406.82,17406.82,Conciliado,Pagamento,CT-004,FN-002,Ref. NF-6499,Ted,0.00,,,,,,,,
TRX-00537,2024-05-27,2024-06-08,2024-06-10,42888.72,38967.25,Divergente,Recebimento,CT-003,FN-007,Ref. NF-5754,Débito,3921.47,,355,,181 a 360 dias,,Muito Crítico,,6
TRX-00947,2024-06-07,2024-06-18,2024-06-19,822.61,822.61,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-5991,Débito,0.00,,,,,,,,
TRX-00865,2025-03-06,2025-03-19,2025-03-19,1933.65,1933.65,Conciliado,Estorno,CT-007,FN-004,Ref. NF-6203,Débito,0.00,,,,,,,,
TRX-00932,2024-01-04,2024-01-16,2024-01-16,3983.10,3983.10,Conciliado,Recebimento,CT-008,FN-007,Ref. NF-9751,Pix,0.00,,,,,,,,
TRX-01503,2024-01-25,2024-01-27,2024-01-27,34996.01,34996.01,Conciliado,Recebimento,CT-001,FN-004,Ref. NF-2211,Débito,0.00,,,,,,,,
TRX-01129,2024-06-27,2024-07-01,2024-07-02,8325.86,8325.86,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-6973,Ted,0.00,,,,,,,,
